ACCT_NBR,CUST_ID,CANCEL_NO_CONTACT,IS_DIGITAL,ACCT_OPEN_DT,AUM_AMT,DATE_OF_BIRTH,YEARLYINCOMELEVEL,CNTY_CD,TXN_COUNT,TXN_AMT_SUM,TXN_AMT_MEAN,EB_CHECK_SUM,MB_CHECK_SUM,IP_RATE,UUID_RATE,VIRTUAL_ID,DRCR_OUT,DRCR_IN,TX_TIME,CHANNEL_CODE,TRN_CODE,Y
ACCT17181,ID16286,0,1,16346,55713,53,126.0,12.0,3,36643,12214.333333333334,0.0,0.3333333333333333,0.0,0.0,3.0,2.0,1.0,,16,20,0
ACCT17183,ID16288,0,1,15656,30569,34,126.0,12.0,7,58431,8347.285714285714,0.0,1.1428571428571428,0.5714285714285714,0.7142857142857143,6.0,4.0,3.0,,17,25,0
ACCT17185,ID16290,0,1,17781,4762,37,126.0,12.0,2,6306,3153.0,0.0,2.0,0.5,0.0,2.0,1.0,1.0,,17,15,0
ACCT17186,ID16291,0,0,9063,0,87,25.0,12.0,2,79742,39871.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,4,4,0
ACCT17188,ID16293,0,1,18012,492478,34,126.0,12.0,43,4329,100.67441860465117,0.0,0.6976744186046512,0.13953488372093023,0.023255813953488372,43.0,41.0,2.0,2.0,19,15,0
ACCT17189,ID16294,0,0,17197,96873,39,126.0,12.0,3,77598,25866.0,0.0,1.3333333333333333,0.3333333333333333,0.0,3.0,1.0,2.0,1.0,10,6,0
ACCT1719,ID1614,0,0,17373,12225814,52,350.0,12.0,6,116979,19496.5,0.0,5.0,0.3333333333333333,0.0,6.0,3.0,3.0,,15,27,0
ACCT17190,ID16295,0,1,16762,172,35,126.0,12.0,12,23635,1969.5833333333333,0.0,1.6666666666666667,0.6666666666666666,0.0,12.0,2.0,10.0,4.0,17,25,0
ACCT17192,ID16297,1,0,7765,367398,47,,12.0,2,14848,7424.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,10,6,0
ACCT17193,ID16298,0,0,17200,14626308,55,25.0,12.0,1,711,711.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17195,ID16300,0,0,17051,956749,72,25.0,12.0,1,711,711.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17196,ID16301,0,1,16762,91878,26,25.0,12.0,1,3496,3496.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT17197,ID16302,0,0,14721,30515,40,25.0,12.0,14,91822,6558.714285714285,0.0,1.1428571428571428,0.0,0.0,14.0,11.0,3.0,5.0,15,27,0
ACCT172,ID164,0,0,16713,2954,27,25.0,12.0,3,44063,14687.666666666666,0.0,0.0,0.6666666666666666,0.0,3.0,1.0,2.0,,10,6,0
ACCT1720,ID1615,0,1,16000,10049,33,25.0,12.0,12,83205,6933.75,0.0,2.25,0.3333333333333333,0.0,12.0,10.0,2.0,7.0,18,27,0
ACCT17201,ID16306,0,1,15351,117742,34,126.0,12.0,6,33277,5546.166666666667,0.0,1.6666666666666667,0.3333333333333333,0.16666666666666666,6.0,3.0,3.0,2.0,19,12,0
ACCT17202,ID16307,0,1,16308,383324,45,350.0,12.0,3,23631,7877.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,16,20,0
ACCT17203,ID16308,0,0,8350,10696,78,,12.0,1,5096,5096.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT17204,ID16309,0,1,16115,1504,40,25.0,12.0,12,62336,5194.666666666667,0.0,0.75,0.0,0.16666666666666666,12.0,6.0,6.0,1.0,16,41,0
ACCT17205,ID16310,0,1,16525,3091,25,25.0,12.0,3,836,278.6666666666667,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,16,11,0
ACCT17206,ID16311,0,1,18142,102603,30,25.0,12.0,3,152055,50685.0,0.0,1.3333333333333333,0.0,0.3333333333333333,3.0,1.0,2.0,,17,25,0
ACCT17207,ID16312,0,0,16447,17052963,56,25.0,12.0,1,2351,2351.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17208,ID16313,0,1,17779,48743,24,25.0,12.0,3,9715,3238.3333333333335,0.0,1.6666666666666667,0.6666666666666666,0.0,3.0,1.0,2.0,1.0,16,20,0
ACCT17209,ID16314,0,0,17274,134902,26,126.0,12.0,2,18566,9283.0,0.0,0.0,0.5,0.0,2.0,1.0,1.0,,10,6,0
ACCT17211,ID16316,0,0,8344,4385929,59,126.0,12.0,16,620778,38798.625,0.0,0.5,0.0,0.0,16.0,13.0,3.0,2.0,17,30,0
ACCT17212,ID16317,0,1,16308,50579,32,25.0,12.0,3,42056,14018.666666666666,0.0,1.0,0.0,0.0,3.0,2.0,1.0,,17,20,0
ACCT17214,ID16319,0,1,16660,160884,27,25.0,12.0,12,77120,6426.666666666667,0.0,1.0,0.25,0.0,9.0,9.0,3.0,3.0,17,15,0
ACCT17215,ID16320,0,0,9149,2716359,50,350.0,12.0,5,77024,15404.8,2.2,0.2,0.0,0.0,2.0,2.0,3.0,2.0,15,12,0
ACCT17216,ID16321,0,1,18012,50083,51,126.0,12.0,116,40647,350.4051724137931,0.0,0.0,0.0,0.06896551724137931,116.0,83.0,33.0,6.0,19,15,0
ACCT17218,ID16323,0,1,15658,11219,44,350.0,12.0,4,39327,9831.75,0.0,1.25,0.75,0.0,3.0,4.0,,1.0,18,27,0
ACCT17219,ID16324,0,1,16660,242,36,126.0,12.0,15,95823,6388.2,0.0,1.3333333333333333,0.0,0.0,15.0,9.0,6.0,6.0,13,42,0
ACCT1722,ID1617,0,1,16346,28570,23,25.0,12.0,37,142780,3858.9189189189187,0.0,0.8648648648648649,0.08108108108108109,0.0,31.0,27.0,10.0,16.0,16,47,0
ACCT17222,ID16327,0,0,10057,36077,54,126.0,12.0,2,3029,1514.5,0.0,0.0,0.5,0.0,2.0,1.0,1.0,,10,6,0
ACCT17223,ID16328,0,1,17725,103508,40,25.0,12.0,1,2027,2027.0,0.0,4.0,1.0,0.0,1.0,1.0,,,18,27,0
ACCT17224,ID16329,0,0,9203,54012,55,,12.0,1,196,196.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17225,ID16330,0,1,15658,10215,43,350.0,12.0,3,10891,3630.3333333333335,0.0,0.6666666666666666,0.0,0.0,2.0,1.0,2.0,1.0,16,12,0
ACCT17226,ID16331,0,1,16660,16992,25,25.0,12.0,2,23222,11611.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,,17,15,0
ACCT17227,ID16332,0,0,9525,1842690,43,25.0,12.0,15,138425,9228.333333333334,3.6666666666666665,0.5333333333333333,0.4,0.0,15.0,12.0,3.0,11.0,16,20,0
ACCT17229,ID16334,0,1,16443,12338,29,25.0,12.0,7,85305,12186.42857142857,0.0,1.1428571428571428,0.0,0.0,7.0,4.0,3.0,2.0,18,27,0
ACCT17230,ID16335,0,0,9202,356194,25,25.0,12.0,1,1300,1300.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17233,ID16338,0,1,18235,150735,26,25.0,12.0,6,64969,10828.166666666666,0.0,5.166666666666667,0.0,0.0,6.0,2.0,4.0,,17,25,0
ACCT17234,ID16339,0,1,18012,10258,28,126.0,12.0,1,190,190.0,0.0,0.0,0.0,0.0,1.0,1.0,,,19,15,0
ACCT17235,ID16340,1,1,16248,83456,25,25.0,12.0,1,5018,5018.0,0.0,6.0,1.0,0.0,1.0,,1.0,,17,25,0
ACCT17237,ID16342,0,0,8744,9238460,46,126.0,12.0,3,49648,16549.333333333332,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,10,6,0
ACCT17239,ID16344,0,0,9752,353850,62,25.0,12.0,3,55500,18500.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,,17,6,0
ACCT17240,ID16345,0,1,16115,9374,37,25.0,12.0,22,168041,7638.227272727273,0.0,0.7727272727272727,0.13636363636363635,0.09090909090909091,16.0,11.0,11.0,5.0,17,25,0
ACCT17241,ID16346,0,1,17297,288,50,126.0,12.0,47,15581,331.51063829787233,0.0,0.3829787234042553,0.02127659574468085,0.02127659574468085,47.0,44.0,3.0,,19,15,0
ACCT17243,ID16348,0,1,17297,189293,28,126.0,12.0,2,64072,32036.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT17244,ID16349,0,0,10273,7529106,31,126.0,12.0,1,14,14.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17245,ID16350,0,1,16000,58447,52,126.0,12.0,2,77086,38543.0,0.0,2.5,0.5,0.5,2.0,1.0,1.0,,16,20,0
ACCT17247,ID16352,0,0,15855,1760214,59,126.0,12.0,13,1549241,119172.38461538461,6.6923076923076925,0.0,0.38461538461538464,0.0,13.0,4.0,9.0,8.0,10,12,0
ACCT17248,ID16353,0,1,15658,2185,46,25.0,12.0,6,9839,1639.8333333333333,0.0,0.6666666666666666,0.0,0.0,6.0,4.0,2.0,1.0,17,24,0
ACCT1725,ID1620,0,0,16064,235,50,126.0,12.0,1,38,38.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17250,ID16355,0,1,18234,32395,42,25.0,12.0,1,100,100.0,0.0,0.0,0.0,0.0,1.0,,1.0,,16,42,0
ACCT17252,ID16357,0,1,15657,5048,40,126.0,12.0,14,194300,13878.57142857143,0.2857142857142857,2.357142857142857,0.35714285714285715,0.42857142857142855,13.0,8.0,6.0,1.0,17,29,0
ACCT17253,ID16358,0,1,16000,67,29,25.0,12.0,73,205947,2821.1917808219177,0.0,5.397260273972603,0.410958904109589,0.5342465753424658,71.0,40.0,33.0,32.0,17,25,0
ACCT17254,ID16359,0,0,16233,3598543,51,126.0,12.0,1,1422,1422.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17255,ID16360,0,1,16346,403233,51,25.0,12.0,9,63901,7100.111111111111,0.0,3.2222222222222223,0.3333333333333333,0.0,8.0,4.0,5.0,2.0,16,27,0
ACCT17257,ID16362,0,0,10413,27208,44,25.0,12.0,7,58057,8293.857142857143,0.0,0.42857142857142855,0.7142857142857143,0.0,7.0,5.0,2.0,1.0,15,27,0
ACCT17258,ID16363,0,0,15407,59783,49,25.0,12.0,7,121790,17398.571428571428,0.0,0.0,0.0,0.0,7.0,3.0,4.0,1.0,17,24,0
ACCT1726,ID1621,0,1,16443,292760,50,350.0,12.0,15,170550,11370.0,0.0,0.5333333333333333,0.06666666666666667,0.06666666666666667,9.0,11.0,4.0,4.0,19,15,0
ACCT17260,ID16365,0,0,17827,464444,58,126.0,12.0,1,3468,3468.0,0.0,2.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17261,ID16366,0,1,15792,11637,40,25.0,12.0,3,28524,9508.0,0.0,0.0,0.3333333333333333,0.3333333333333333,3.0,1.0,2.0,,14,12,0
ACCT17264,ID16369,0,1,16763,129847,33,25.0,12.0,6,128147,21357.833333333332,0.0,0.8333333333333334,0.0,0.0,5.0,4.0,2.0,,18,25,0
ACCT17265,ID16370,1,0,9293,22368,60,126.0,12.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17266,ID16371,0,0,17318,3100498,45,25.0,12.0,1,283,283.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17267,ID16371,0,0,17080,3100498,45,25.0,12.0,1,426,426.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17268,ID16372,0,1,17644,56372,21,25.0,12.0,9,31953,3550.3333333333335,0.0,1.0,0.1111111111111111,0.0,9.0,6.0,3.0,1.0,18,27,0
ACCT17269,ID16373,0,1,18141,0,28,126.0,12.0,1,14002,14002.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT1727,ID1622,0,1,17778,56728,54,25.0,12.0,1,17938,17938.0,0.0,3.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT17270,ID16374,0,1,15355,9622,42,126.0,12.0,3,9012,3004.0,0.0,0.6666666666666666,0.0,0.0,2.0,1.0,2.0,,16,12,0
ACCT17271,ID16375,0,0,16667,671366,44,126.0,12.0,6,1106716,184452.66666666666,0.0,0.0,0.5,0.0,6.0,3.0,3.0,3.0,10,6,0
ACCT17272,ID16376,1,1,16762,125,28,25.0,12.0,16,411689,25730.5625,0.0,1.3125,0.125,0.125,16.0,10.0,6.0,1.0,17,27,0
ACCT17273,ID16377,0,0,15498,77781,48,125.0,12.0,21,54468,2593.714285714286,0.0,0.0,0.0,0.0,21.0,19.0,2.0,20.0,13,44,0
ACCT17275,ID16379,0,1,18015,8160,37,126.0,12.0,26,7492,288.15384615384613,0.0,0.34615384615384615,0.15384615384615385,0.0,26.0,23.0,3.0,7.0,19,15,0
ACCT17277,ID16381,0,1,16762,13258,41,25.0,12.0,24,100563,4190.125,0.0,7.833333333333333,0.2916666666666667,0.0,24.0,18.0,6.0,3.0,18,27,0
ACCT17278,ID16382,0,1,16248,60385,27,25.0,12.0,31,180297,5816.032258064516,0.0,1.903225806451613,0.0967741935483871,0.0967741935483871,28.0,22.0,9.0,14.0,16,47,0
ACCT17279,ID16383,0,1,18235,2100,25,25.0,12.0,2,13001,6500.5,0.0,9.0,1.0,0.0,2.0,1.0,1.0,,9,15,0
ACCT1728,ID1623,0,1,15792,8502,37,126.0,12.0,2,11095,5547.5,0.0,1.0,0.0,0.0,2.0,1.0,1.0,,17,15,0
ACCT17280,ID16384,0,0,9284,953,58,,12.0,2,9657,4828.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,10,25,0
ACCT17282,ID16386,0,0,14847,102892,31,25.0,12.0,2,10122,5061.0,0.0,1.0,0.5,0.0,2.0,,2.0,,10,6,0
ACCT17283,ID16387,0,0,14847,308166,37,25.0,12.0,14,79364,5668.857142857143,0.0,0.0,0.0,0.0,14.0,12.0,2.0,3.0,17,30,0
ACCT17284,ID16388,0,1,17906,66044,32,25.0,12.0,1,7581,7581.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT17285,ID16389,0,0,16678,329768,39,126.0,12.0,23,119730,5205.652173913043,0.0,1.0869565217391304,0.08695652173913043,0.0,23.0,19.0,4.0,5.0,17,30,0
ACCT17286,ID16390,0,0,9773,237774,59,25.0,12.0,1,372,372.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17288,ID16392,0,1,17642,2998,32,25.0,12.0,3,21747,7249.0,0.0,2.6666666666666665,0.3333333333333333,0.0,3.0,2.0,1.0,1.0,10,15,0
ACCT17289,ID16393,0,0,14727,1548284,36,126.0,12.0,1,5503,5503.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT1729,ID1624,0,1,15351,5199,40,126.0,12.0,6,48822,8137.0,0.0,2.1666666666666665,0.6666666666666666,0.0,6.0,3.0,3.0,,18,25,0
ACCT17290,ID16394,0,0,17162,632738,28,25.0,12.0,3,5079,1693.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,10,6,0
ACCT17291,ID16395,0,0,7875,105828,48,126.0,12.0,1,2,2.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17292,ID16396,0,1,17644,664,22,25.0,12.0,2,3984,1992.0,0.0,2.5,0.5,0.0,2.0,2.0,,1.0,18,27,0
ACCT17293,ID16397,0,1,16000,489918,39,126.0,12.0,17,737890,43405.294117647056,0.0,5.705882352941177,0.4117647058823529,0.0,12.0,11.0,6.0,3.0,18,27,0
ACCT17294,ID16398,0,1,17779,52743,31,126.0,12.0,5,33209,6641.8,0.0,2.4,0.4,0.0,5.0,5.0,,,18,27,0
ACCT17295,ID16399,0,1,16308,11561,25,25.0,12.0,3,26659,8886.333333333334,0.0,2.0,1.0,0.0,2.0,1.0,2.0,,16,12,0
ACCT17296,ID16400,0,1,18141,37487,23,25.0,12.0,5,41620,8324.0,0.0,2.0,0.0,0.4,4.0,2.0,3.0,1.0,17,25,0
ACCT17298,ID16402,0,1,17906,19442,26,126.0,12.0,2,39,19.5,0.0,0.0,0.0,0.0,2.0,,2.0,2.0,13,41,0
ACCT17299,ID16403,0,0,9897,242127,41,,12.0,12,425622,35468.5,0.0,0.0,0.3333333333333333,0.0,10.0,8.0,4.0,2.0,17,27,0
ACCT1730,ID1625,0,1,17297,53,47,25.0,12.0,1,2,2.0,0.0,0.0,0.0,0.0,1.0,,1.0,,16,11,0
ACCT17300,ID16404,0,1,15350,175599,31,126.0,12.0,16,72352,4522.0,0.0,0.625,0.375,0.0,12.0,11.0,5.0,,18,27,0
ACCT17306,ID16410,0,0,18101,52348,27,126.0,12.0,11,117795,10708.636363636364,0.0,3.1818181818181817,0.45454545454545453,0.0,10.0,7.0,4.0,2.0,15,27,0
ACCT17307,ID16411,0,1,17726,249423,41,25.0,12.0,4,47459,11864.75,0.0,5.25,0.75,0.25,4.0,4.0,,,18,27,0
ACCT17308,ID16412,0,0,18079,1097,25,25.0,12.0,8,3763,470.375,0.0,0.375,0.125,0.0,8.0,3.0,5.0,4.0,16,11,1
ACCT17309,ID16413,0,0,10424,1713715,43,126.0,12.0,2,660,330.0,0.0,2.0,0.0,0.0,2.0,,2.0,,10,6,0
ACCT1731,ID1626,0,1,16763,103872,28,25.0,12.0,3,10035,3345.0,0.0,0.0,0.0,0.0,,,3.0,,18,12,0
ACCT17310,ID16414,0,1,16525,105874,38,126.0,12.0,10,11994,1199.4,0.0,1.4,0.3,0.4,1.0,9.0,1.0,,18,15,0
ACCT17311,ID16415,0,0,8650,6873228,55,25.0,12.0,1,4225,4225.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17312,ID16416,0,1,16346,73404,39,25.0,12.0,8,147728,18466.0,0.0,2.625,0.0,0.0,5.0,4.0,4.0,5.0,18,12,0
ACCT17313,ID16417,0,0,17637,267657,37,126.0,12.0,25,1235170,49406.8,0.0,0.0,0.0,0.0,25.0,12.0,13.0,22.0,13,44,0
ACCT17314,ID16418,0,1,16248,78,34,25.0,12.0,3,118359,39453.0,0.0,1.0,0.0,0.3333333333333333,2.0,1.0,2.0,1.0,16,12,0
ACCT17315,ID16419,0,0,10485,2169951,46,350.0,12.0,5,83445,16689.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,10,30,0
ACCT17316,ID16420,0,1,16000,41690,27,25.0,12.0,3,6526,2175.3333333333335,0.0,0.0,0.0,0.0,2.0,3.0,,,17,30,0
ACCT17317,ID16421,0,1,16444,11355,60,126.0,12.0,2,18888,9444.0,2.5,2.5,0.5,0.0,1.0,1.0,1.0,,18,12,0
ACCT17318,ID16422,0,1,17009,1583,60,126.0,12.0,9,168888,18765.333333333332,0.0,1.0,0.0,0.3333333333333333,9.0,5.0,4.0,1.0,17,24,0
ACCT17319,ID16423,0,1,15355,396374,37,126.0,12.0,6,118789,19798.166666666668,0.0,0.6666666666666666,0.0,0.0,3.0,4.0,2.0,1.0,18,15,0
ACCT1732,ID1627,0,0,10624,1557275,51,126.0,12.0,1,3,3.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17321,ID16425,0,1,16443,36729,40,126.0,12.0,10,167784,16778.4,0.0,1.1,0.5,0.0,4.0,7.0,3.0,,18,12,0
ACCT17323,ID16427,0,1,16660,1598,24,25.0,12.0,1,554,554.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,16,41,0
ACCT17324,ID16428,0,0,6927,623836,66,,12.0,1,15,15.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17325,ID16429,0,1,17297,669,33,25.0,12.0,5,28523,5704.6,0.0,1.4,0.6,0.0,5.0,2.0,3.0,,17,25,0
ACCT17326,ID16430,0,1,15351,2981056,35,350.0,12.0,3,287084,95694.66666666667,0.0,1.6666666666666667,0.3333333333333333,0.0,3.0,2.0,1.0,,16,20,0
ACCT17327,ID16431,0,1,17642,36109,23,25.0,12.0,12,7050,587.5,0.0,1.6666666666666667,0.25,0.0,7.0,10.0,2.0,2.0,18,15,0
ACCT17328,ID16432,0,1,18235,15789,21,25.0,12.0,2,18935,9467.5,0.0,0.5,0.0,0.0,2.0,1.0,1.0,1.0,2,27,0
ACCT17329,ID16433,0,1,18012,1145558,61,25.0,12.0,6,2036,339.3333333333333,0.0,1.5,0.16666666666666666,0.16666666666666666,6.0,6.0,,,19,15,0
ACCT1733,ID1628,0,1,17726,113579,27,126.0,12.0,1,10415,10415.0,0.0,10.0,1.0,0.0,1.0,1.0,,,7,14,0
ACCT17330,ID16434,0,0,7400,688166,67,25.0,12.0,1,1749,1749.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17331,ID16435,0,0,15400,1248,32,25.0,12.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17332,ID16436,0,1,17778,0,22,25.0,12.0,25,39907,1596.28,0.0,4.84,0.12,0.08,25.0,15.0,10.0,14.0,16,47,0
ACCT17333,ID16437,0,1,16000,11193,30,25.0,12.0,19,189018,9948.315789473685,0.0,2.0,0.42105263157894735,0.3157894736842105,18.0,13.0,6.0,,17,27,0
ACCT17334,ID16438,0,0,15419,158,31,25.0,12.0,2,24980,12490.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,15,15,0
ACCT17335,ID16439,0,0,18183,94359,83,25.0,12.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17338,ID16442,0,0,16619,238,36,25.0,12.0,2,1008,504.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,10,6,0
ACCT17339,ID16443,0,0,10609,11785450,62,25.0,12.0,2,400069,200034.5,0.0,1.5,0.0,0.0,2.0,,2.0,,10,6,0
ACCT17340,ID16444,0,0,7504,1706112,83,,12.0,4,344910,86227.5,0.0,0.0,0.0,0.0,4.0,,4.0,4.0,13,17,0
ACCT17342,ID16446,0,0,8916,3156472,52,126.0,12.0,2,40238,20119.0,0.0,0.0,0.0,0.0,2.0,,2.0,,10,6,0
ACCT17345,ID16449,0,1,17725,22250,28,126.0,12.0,2,58012,29006.0,0.0,0.5,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT17347,ID16451,0,1,16248,90,31,25.0,12.0,6,13841,2306.8333333333335,0.0,1.0,1.0,0.0,6.0,4.0,2.0,,18,15,0
ACCT17348,ID16452,0,0,17245,2247813,72,25.0,12.0,1,426,426.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17349,ID16453,0,0,9322,189,59,,12.0,12,78179,6514.916666666667,0.0,2.5833333333333335,0.75,0.0,12.0,9.0,3.0,1.0,15,27,0
ACCT17350,ID16454,0,1,15657,503,41,126.0,12.0,2,7236,3618.0,0.0,0.5,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT17351,ID16455,0,1,16762,0,43,126.0,12.0,2,9368,4684.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT17352,ID16456,0,1,15656,14511,39,126.0,12.0,1,6846,6846.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT17353,ID16457,1,0,8239,136554,59,25.0,12.0,4,2805132,701283.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,,17,29,0
ACCT17354,ID16458,0,0,8722,3501830,60,350.0,12.0,32,2794745,87335.78125,0.0,1.28125,0.375,0.25,20.0,30.0,2.0,2.0,19,15,0
ACCT17356,ID16460,0,0,17788,45594,61,126.0,12.0,2,81448,40724.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,13,25,0
ACCT17358,ID16462,0,1,16443,30959,30,25.0,12.0,11,300938,27358.0,0.0,2.727272727272727,0.6363636363636364,0.0,7.0,9.0,2.0,,18,27,0
ACCT17359,ID16463,0,1,17009,11089,30,25.0,12.0,9,188723,20969.222222222223,0.0,0.5555555555555556,0.0,0.0,8.0,7.0,2.0,4.0,17,20,0
ACCT17360,ID16464,0,1,16762,101658,24,25.0,12.0,13,284814,21908.76923076923,0.0,1.3846153846153846,0.46153846153846156,0.15384615384615385,8.0,7.0,6.0,,18,27,0
ACCT17361,ID16465,0,1,17009,203166,45,350.0,12.0,1,2146,2146.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,16,41,0
ACCT17362,ID16466,0,0,16769,2014,31,25.0,12.0,6,7331,1221.8333333333333,0.0,0.0,0.0,0.0,2.0,4.0,2.0,,19,15,0
ACCT17363,ID16467,0,1,15658,232160,35,25.0,12.0,17,181499,10676.411764705883,0.0,1.8235294117647058,0.058823529411764705,0.058823529411764705,11.0,10.0,7.0,1.0,18,12,0
ACCT17364,ID16468,0,1,15790,752,31,126.0,12.0,2,5706,2853.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,9,15,0
ACCT17365,ID16469,0,0,15512,148966,50,25.0,12.0,6,101474,16912.333333333332,0.0,0.0,0.5,0.0,6.0,4.0,2.0,1.0,17,30,0
ACCT17367,ID16471,0,1,18143,16233,34,126.0,12.0,16,123791,7736.9375,0.0,3.625,0.125,0.125,16.0,9.0,7.0,1.0,17,24,0
ACCT17369,ID16473,0,1,18234,4195763,40,126.0,12.0,3,14818,4939.333333333333,0.0,6.666666666666667,0.0,0.0,3.0,3.0,,,15,27,0
ACCT1737,ID1631,0,1,15792,305448,61,25.0,12.0,17,56815,3342.0588235294117,0.0,2.1176470588235294,0.0,0.0,10.0,11.0,6.0,6.0,16,47,0
ACCT17370,ID16474,0,0,16735,56,31,25.0,12.0,2,525,262.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,10,6,0
ACCT17371,ID16475,0,1,18009,7441,32,126.0,12.0,23,103608,4504.695652173913,0.0,2.0869565217391304,0.6956521739130435,0.0,23.0,17.0,6.0,11.0,17,30,0
ACCT17373,ID16477,0,1,18015,0,34,126.0,12.0,10,538,53.8,0.0,0.1,0.0,0.0,10.0,9.0,1.0,,19,15,0
ACCT17374,ID16478,0,1,16115,4593,37,25.0,12.0,6,20863,3477.1666666666665,0.0,1.5,0.8333333333333334,0.0,5.0,4.0,2.0,,18,27,0
ACCT17375,ID16479,0,0,9496,160443,56,,12.0,3,37560,12520.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,16,6,0
ACCT17376,ID16480,0,1,15350,3284,39,126.0,12.0,17,1100416,64730.35294117647,0.0,0.6470588235294118,0.35294117647058826,0.11764705882352941,16.0,9.0,8.0,8.0,13,42,0
ACCT17378,ID16482,0,0,2491,2820179,68,126.0,12.0,3,37967,12655.666666666666,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,16,6,0
ACCT17379,ID16483,0,1,16308,19555,42,25.0,12.0,2,18525,9262.5,0.0,0.5,1.0,0.0,2.0,2.0,,,16,15,0
ACCT17380,ID16484,0,1,16248,4,35,25.0,12.0,8,199960,24995.0,0.0,1.75,0.0,0.0,8.0,4.0,4.0,,18,27,0
ACCT17381,ID16485,0,0,15831,376334,29,126.0,12.0,8,76565,9570.625,0.0,0.0,0.0,0.0,8.0,6.0,2.0,,17,29,0
ACCT17382,ID16486,0,1,16115,108558,42,126.0,12.0,4,35918,8979.5,0.0,0.5,0.0,0.0,2.0,2.0,2.0,1.0,15,12,0
ACCT17383,ID16487,0,0,15574,0,48,126.0,12.0,9,143218,15913.111111111111,0.0,0.0,1.0,1.0,9.0,4.0,5.0,1.0,17,25,0
ACCT17384,ID16488,0,1,15658,77193,37,126.0,12.0,17,240702,14158.941176470587,0.0,5.9411764705882355,0.4117647058823529,0.058823529411764705,11.0,7.0,10.0,1.0,18,12,0
ACCT17385,ID16489,0,1,18142,6492,45,126.0,12.0,1,35129,35129.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
